locus	ID_Full	sequence_path
HML-2_15q25.2	HG02004_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02004_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02004_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02004_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02015_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02015_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02015_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02015_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02027_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02027_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02027_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02027_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02040_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02040_hap1_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02040_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02040_hap2_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02055_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02055_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02055_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02055_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02056_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02056_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02056_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02056_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02071_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02071_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02071_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02071_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02074_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02074_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02074_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02074_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02080_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02080_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02080_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02080_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02083_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02083_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02083_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02083_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02109_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02109_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02109_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02109_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02129_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02129_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02129_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02129_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02132_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02132_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02132_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02132_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02135_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02135_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02135_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02135_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02145_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02145_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02145_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02145_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02148_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02148_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02148_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02148_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02155_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02155_hap1_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02155_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02155_hap2_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02165_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02165_hap1_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02165_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02165_hap2_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02178_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02178_hap1_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02178_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02178_hap2_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02257_mat_hprc_r2_v1.1.0_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02257_mat_hprc_r2_v1.1.0_HML-2_15q25.2.fa
HML-2_15q25.2	HG02257_pat_hprc_r2_v1.1.0_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02257_pat_hprc_r2_v1.1.0_HML-2_15q25.2.fa
HML-2_15q25.2	HG02258_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02258_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02258_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02258_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02273_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02273_hap1_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02273_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02273_hap2_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02280_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02280_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02280_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02280_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02293_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02293_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02293_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02293_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02300_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02300_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02300_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02300_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02391_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02391_hap1_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02391_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02391_hap2_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02392_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02392_hap1_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02392_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02392_hap2_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02451_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02451_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02451_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02451_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02486_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02486_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02486_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02486_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02514_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02514_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02514_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02514_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02523_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02523_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02523_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02523_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02559_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02559_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02559_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02559_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02572_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02572_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02572_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02572_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02583_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02583_hap1_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02583_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02583_hap2_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02602_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02602_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02602_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02602_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02615_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02615_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02615_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02615_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02622_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02622_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02622_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02622_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02630_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02630_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02630_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02630_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02647_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02647_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02647_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02647_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02668_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02668_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02668_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02668_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02698_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02698_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02698_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02698_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02717_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02717_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02717_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02717_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02723_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02723_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02723_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02723_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02735_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02735_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02735_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02735_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02738_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02738_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02738_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02738_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02809_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02809_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02809_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02809_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02818_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02818_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02818_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02818_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02841_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02841_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02841_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02841_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02886_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02886_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02886_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02886_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02922_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02922_hap1_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02922_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02922_hap2_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02965_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02965_hap1_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02965_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02965_hap2_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02976_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02976_hap1_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02976_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02976_hap2_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02984_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02984_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG02984_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG02984_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03017_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03017_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03017_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03017_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03041_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03041_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03041_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03041_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03050_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03050_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03050_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03050_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03098_mat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03098_mat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03098_pat_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03098_pat_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03130_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03130_hap1_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03130_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03130_hap2_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03139_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03139_hap1_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03139_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03139_hap2_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03195_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03195_hap1_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03195_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03195_hap2_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03209_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03209_hap1_hprc_r2_v1.0.1_HML-2_15q25.2.fa
HML-2_15q25.2	HG03209_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15q25.2/HG03209_hap2_hprc_r2_v1.0.1_HML-2_15q25.2.fa
